abaddho,baddho
paṭhamapāpadhammasuttaṃ,paṭhama+pāpa+dhamma+suttaṃ
paṭhamapāpaṇikasuttaṃ,paṭhama+pāpaṇika+suttaṃ
paṭhamarahogatasuttaṃ,paṭhama+raho+gata+suttaṃ
paṭhamarukkhasuttaṃ,paṭhama+rukkha+suttaṃ
paṭhamarūpārāmasuttaṃ,paṭhama+rūpa+ārāma+suttaṃ
paṭhamasabbupādānapariyādānasuttaṃ,paṭhama+sabba+upādāna+pariyādāna+suttaṃ
paṭhamasaddhammasammosasuttaṃ,paṭhama+saddhamma+sammosa+suttaṃ
paṭhamasaddhāsuttaṃ,paṭhama+saddhā+suttaṃ
paṭhamasamajīvīsuttaṃ,paṭhama+sama+jīvī+suttaṃ
paṭhamasamayasuttaṃ,paṭhama+samaya+suttaṃ
paṭhamasamayavimuttasuttaṃ,paṭhama+samaya+vimutta+suttaṃ
paṭhamasamaṇabrāhmaṇasuttaṃ,paṭhama+samaṇa+brāhmaṇa+suttaṃ
paṭhamasambahulasuttaṃ,paṭhama+sambahula+suttaṃ
paṭhamasamiddhimārapañhāsuttaṃ,paṭhama+samiddhi+māra+pañhā+suttaṃ
paṭhamasammattaniyāmasuttaṃ,paṭhama+sammatta+niyāma+suttaṃ
paṭhamasampadāsuttaṃ,paṭhama+sampadā+suttaṃ
paṭhamasamuddaninnasuttaṃ,paṭhama+samudda+ninna+suttaṃ
paṭhamasamuddasuttaṃ,paṭhama+samudda+suttaṃ
paṭhamasamugghātasappāyasuttaṃ,paṭhama+samugghāta+sappāya+suttaṃ
paṭhamasamādhisuttaṃ,paṭhama+samādhi+suttaṃ
paṭhamasandiṭṭhikasuttaṃ,paṭhama+sandiṭṭhika+suttaṃ
paṭhamasandiṭṭhikasāmaññaphalaṃ,paṭhama+sandiṭṭhika+sāmañña+phalaṃ
paṭhamasaraṇānisakkasuttaṃ,paṭhama+saraṇāni+sakka+suttaṃ
paṭhamasatakaṃ,paṭhama+satakaṃ
paṭhamasattakasuttaṃ,paṭhama+sattaka+suttaṃ
paṭhamasañcetanikasuttaṃ,paṭhama+sañcetanika+suttaṃ
paṭhamasaññāsuttaṃ,paṭhama+saññā+suttaṃ
paṭhamasaṃbhejjasuttaṃ,paṭhama+saṃbhejja+suttaṃ
paṭhamasaṃkhittasuttaṃ,paṭhama+saṃkhitta+suttaṃ
paṭhamasaṃvāsasuttaṃ,paṭhama+saṃvāsa+suttaṃ
paṭhamasaṅgāmasuttaṃ,paṭhama+saṅgāma+suttaṃ
paṭhamasekhasuttaṃ,paṭhama+sekha+suttaṃ
paṭhamasikkhattayasuttaṃ,paṭhama+sikkha+taya+suttaṃ
paṭhamasikkhāpadasuttaṃ,paṭhama+sikkhāpada+suttaṃ
paṭhamasikkhāsuttaṃ,paṭhama+sikkhā+suttaṃ
paṭhamasinerupabbatarājasuttaṃ,paṭhama+sineru+pabbata+rāja+suttaṃ
paṭhamasoceyyasuttaṃ,paṭhama+soceyya+suttaṃ
paṭhamasotāpannasuttaṃ,paṭhama+sotāpanna+suttaṃ
paṭhamasovacassatāsuttaṃ,paṭhama+sovacassatā+suttaṃ
paṭhamasukhasuttaṃ,paṭhama+sukha+suttaṃ
paṭhamasukkāsuttaṃ,paṭhama+sukkā+suttaṃ
paṭhamasuttaṃ,paṭhama+suttaṃ
paṭhamasāmaññasuttaṃ,paṭhama+sāmañña+suttaṃ
paṭhamasāraṇīyasuttaṃ,paṭhama+sāraṇīya+suttaṃ
paṭhamasāriputtakoṭṭhikasuttaṃ,paṭhama+sāriputta+koṭṭhika+suttaṃ
paṭhamasāriputtasuttaṃ,paṭhama+sāriputta+suttaṃ
paṭhamasīlasuttaṃ,paṭhama+sīla+suttaṃ
paṭhamasūriyasuttaṃ,paṭhama+sūriya+suttaṃ
paṭhamatajjhānasuttaṃ,paṭhama+taṃ+jhāna+suttaṃ
paṭhamatathāgataacchariyasuttaṃ,paṭhama+tathāgata+acchariya+suttaṃ
paṭhamauggasuttaṃ,paṭhama+ugga+suttaṃ
paṭhamaupanisasuttaṃ,paṭhama+upanisa+suttaṃ
paṭhamaupanisāsuttaṃ,paṭhama+upanisā+suttaṃ
paṭhamaupaṭṭhākasuttaṃ,paṭhama+upaṭṭhāka+suttaṃ
paṭhamauppannasuttaṃ,paṭhama+uppanna+suttaṃ
paṭhamauppādasuttaṃ,paṭhama+uppāda+suttaṃ
paṭhamauruvelasuttaṃ,paṭhama+uruvela+suttaṃ
paṭhamavacīduccaritasuttaṃ,paṭhama+vacī+duccarita+suttaṃ
paṭhamavaggo,paṭhama+vaggo
paṭhamavalāhakasuttaṃ,paṭhama+valāhaka+suttaṃ
paṭhamavasasuttaṃ,paṭhama+vasa+suttaṃ
paṭhamavaḍḍhisuttaṃ,paṭhama+vaḍḍhi+suttaṃ
paṭhamaverasuttaṃ,paṭhama+vera+suttaṃ
paṭhamavibhaṅgasuttaṃ,paṭhama+vibhaṅga+suttaṃ
paṭhamavihārasuttaṃ,paṭhama+vihāra+suttaṃ
paṭhamavinayadharasobhanasuttaṃ,paṭhama+vinaya+dhara+sobhana+suttaṃ
paṭhamavinayadharasuttaṃ,paṭhama+vinaya+dhara+suttaṃ
paṭhamavitthārasuttaṃ,paṭhama+vitthāra+suttaṃ
paṭhamavivādamūlasuttaṃ,paṭhama+vivāda+mūla+suttaṃ
paṭhamavohārapathasuttaṃ,paṭhama+vohāra+patha+suttaṃ
paṭhamavohārasuttaṃ,paṭhama+vohāra+suttaṃ
paṭhamavuḍḍhapabbajitasuttaṃ,paṭhama+vuḍḍha+pabbajita+suttaṃ
paṭhamavāro,paṭhama+vāro
paṭhamayodhājīvasuttaṃ,paṭhama+yodha+ājīva+suttaṃ
paṭhamaāghātapaṭivinayasuttaṃ,paṭhama+āghāta+paṭivinaya+suttaṃ
paṭhamaāhuneyyasuttaṃ,paṭhama+āhuneyya+suttaṃ
paṭhamaājānīyasuttaṃ,paṭhama+ājānīya+suttaṃ
paṭhamaākāsasuttaṃ,paṭhama+ākāsa+suttaṃ
paṭhamaāmakadhaññapeyyālavaggo,paṭhama+āmaka+dhañña+peyyāla+vaggo
paṭhamaānandasuttaṃ,paṭhama+ānanda+suttaṃ
paṭhamaāyusuttaṃ,paṭhama+āyu+suttaṃ
paṭhameneva,paṭhamena+eva
paṭhamepi,paṭhame+pi
paṭibaddhanti,paṭibaddha+ti
paṭibhānado,paṭibhāna+do
paṭibhānakavi,paṭibhāna+kavi
paṭibhānapaṭisambhidāpatto,paṭibhāna+paṭisambhidā+patto
paṭibhānasuttaṃ,paṭibhāna+suttaṃ
paṭiccasamuppādadassā,paṭicca+samuppāda+dassā
paṭiccasamuppādakusalatā,paṭiccasamuppāda+kusalatā
paṭiccasamuppādakusalo,paṭiccasamuppāda+kusalo
paṭiccasamuppādasuttaṃ,paṭiccasamuppāda+suttaṃ
paṭiccasamuppādañca,paṭiccasamuppādañ+ca
paṭiccasamuppādaññeva,paṭiccasamuppādaññ+eva
paṭiccasamuppādaṃyeva,paṭiccasamuppādaṃ+yeva
paṭicchannakammantassa,paṭicchanna+kammantassa
paṭicchannakammantaṃ,paṭicchanna+kammantaṃ
paṭicchannakammanto,paṭicchanna+kammanto
paṭicchannasuttaṃ,paṭicchanna+suttaṃ
paṭicchādanahetu,paṭicchādana+hetu
paṭicchādanatthaṃ,paṭicchādana+atthaṃ
paṭicodessatīti,paṭicodessatī+ti
paṭighanimittañca,paṭigha+nimittañ+ca
paṭighasaññojanaṃ,paṭigha+saññojanaṃ
paṭighasaññā,paṭigha+saññā
paṭighasaññānaṃ,paṭigha+saññānaṃ
paṭighasaṃyojanassa,paṭigha+saṃyojanassa
paṭighasaṃyojanaṃ,paṭigha+saṃyojanaṃ
paṭighātameti,paṭighātam+eti
paṭikacceva,paṭikacca+eva
paṭikatthato,paṭika+atthato
paṭikatthatāni,paṭika+atthatāni
paṭikkamatīti,paṭikkamatī+ti
paṭikkamosānaṃ,paṭikkama+osānaṃ
paṭikkamoti,paṭikkamo+ti
paṭikkositabbañca,paṭikkositabbañ+ca
paṭikūlaanabhiratena,paṭikūla+anabhiratena
paṭikūlamanasikārapabbaṃ,paṭikūla+manasikāra+pabbaṃ
paṭikūlasaññaṃ,paṭikūla+saññaṃ
paṭikūlasaññino,paṭikūla+saññino
paṭikūlasaññā,paṭikūla+saññā
paṭikūlasaññī,paṭikūla+saññī
paṭikūlañca,paṭikūlañ+ca,paṭikūle+ca
paṭiladdhapubbaṃ,paṭiladdha+pubbaṃ
paṭilābhasuttaṃ,paṭilābha+suttaṃ
paṭilīnanisabho,paṭilīna+nisabho
paṭimantetunti,paṭimantetu+ti
paṭinissaggamantino,a+paṭinissagga+mantino
paṭinissajjetaṃ,paṭinissajja+etaṃ
paṭipadantaguṃ,paṭipadā+anta+guṃ
paṭipadanti,paṭipadan+ti
paṭipadañca,paṭipadañ+ca
paṭipadādesanā,paṭipadā+desanā
paṭipadāpi,paṭipadā+pi
paṭipadāsuttaṃ,paṭipadā+suttaṃ
paṭipadāti,paṭipadā+ti
paṭipadāvaggo,paṭipadā+vaggo
paṭipadāñāṇadassanavisuddhi,paṭipadā+ñāṇa+dassana+visuddhi
paṭipajjitabbanti,paṭipajjitabba+ti
paṭipannasuttaṃ,paṭipanna+suttaṃ
paṭipanneneva,paṭipannena+eva
paṭipannoti,paṭipanno+ti
paṭipattivaggo,paṭipatti+vaggo
paṭippassaddhiladdhena,paṭippassaddhi+laddhena
paṭipucchakathā,paṭipuccha+kathā
paṭipucchābyākaraṇīyo,paṭipucchā+byākaraṇīyo
paṭipucchāvinītā,paṭipucchā+vinītā
paṭisallānarato,paṭisallāna+rato
paṭisallānasuttaṃ,paṭisallāna+suttaṃ
paṭisallānasāruppaṃ,paṭisallāna+sāruppa
paṭisallānasāruppāni,paṭisallāna+sāruppāni
paṭisallānasāruppānī,paṭisallāna+sāruppānī
paṭisallānārāmo,paṭisallāna+ārāmo
paṭisallāṇasuttaṃ,paṭisallāṇa+suttaṃ
paṭisambhidāpattasuttaṃ,paṭisambhidā+patta+suttaṃ
paṭisambhidāpattānaṃ,paṭisambhidā+pattānaṃ
paṭisanthāragāravatā,paṭisanthāra+gāravatā
paṭisanthāragāravo,paṭisanthāra+gāravo
paṭisaṃvedissantīti,paṭisaṃvedissantī+ti
paṭisaṅkhānabalasuttaṃ,paṭisaṅkhāna+bala+suttaṃ
paṭisaṅkhānabalañca,paṭisaṅkhāna+balañ+ca
paṭisaṅkhānabalaṃ,paṭisaṅkhāna+balaṃ
paṭisaṅkhānabalā,paṭisaṅkhāna+balā
paṭisevissatīti,paṭisevissatī+ti
paṭisotagāmiṃ,paṭisota+gāmiṃ
paṭisotagāmī,paṭisota+gāmī
paṭisotagāmīti,paṭisota+gāmī
paṭissatimattāya,paṭissati+attāya
paṭisāraṇīyakammaṃ,paṭisāraṇīya+kammaṃ
paṭisāraṇīyasuttaṃ,paṭisāraṇīya+suttaṃ
paṭisāraṇīyañca,paṭisāraṇīyañ+ca
paṭiviratoti,paṭivirato+ti
paṭiviratāpi,paṭiviratā+pi
paṭivānarūpā,paṭivāna+rūpā
paṭivātameti,paṭivātam+eti
paṭiññātakaraṇaṃ,paṭiññāta+karaṇaṃ
paṭiññātakaraṇena,paṭiññāta+karaṇena
paṭṭhitagāvo,paṭṭhita+gāvo
pemamattakaṃ,pema+mattakaṃ
pemamattakena,pema+mattakena
pemamattaṃ,pema+mattaṃ
pemaniyassaro,pemaniya+saro
pemasuttaṃ,pema+suttaṃ
pemañca,pemañ+ca
pesalasuttaṃ,pesala+suttaṃ
pesisuttaṃ,pesi+suttaṃ
peso,pi+eso
pessāti,pessā+ti
pesuññamakāsi,pesuññam+akāsi
pesuññasuttaṃ,pesuñña+suttaṃ
pesuṇeyyappahāyinaṃ,pesuṇeyya+pahāyinaṃ
pesā,pi+esā
petaseyyā,peta+seyyā
petaṃ,pi+etaṃ
petteyyasuttaṃ,petteyya+suttaṃ
petteyyopi,petteyyo+pi
pettidevanirayādisuttaṃ,petti+deva+niraya+ādi+suttaṃ
pettidevapettivisayasuttaṃ,petti+deva+petti+visaya+suttaṃ
pettimanussanirayādisuttaṃ,petti+manussa+niraya+ādi+suttaṃ
pettivisayasaṃvattanikaṃ,petti+visaya+saṃvattanikaṃ
pettivisayasaṃvattaniko,petti+visaya+saṃvattaniko
pettivisayasaṃvattanikā,petti+visaya+saṃvattanikā
pettivisayaṃ,petti+visayaṃ
pettivisaye,petti+visaye
pettivisayo,petti+visayo
pettivisayā,petti+visayā
petāni,pi+etāni
peyyavajjañca,peyya+vajjañ+ca
peyyavajjaṃ,peyya+vajjaṃ
peyyavajjena,peyya+vajjena
peyyavajjānaṃ,peyya+vajjānaṃ
peyyālaantaramhi,peyyāla+antaramhi
peyyālesupi,peyyālesu+pi
phaggunapañhāsuttaṃ,phagguna+pañhā+suttaṃ
phaggunasuttaṃ,phagguna+suttaṃ
phaggunoti,phagguno+ti
phalabhojino,phala+bhojino
phalabhājako,phala+bhājako
phaladassāvī,phala+dassāvī
phalagavesī,phala+gavesī
phalamagganidassanaṃ,phala+magga+nidassanaṃ
phalapariyesanaṃ,phala+pariyesanaṃ
phalasampanno,phala+sampanno
phalatthiko,phala+atthiko
phalatthikā,phala+atthikā
phalatthā,phala+atthā
phalavemattatā,phala+vemattatā
phalavipākaṃ,phala+vipākaṃ
phalikamayaṃ,phalika+mayaṃ
phalikamayo,phalika+mayo
phalikamayā,phalika+mayā
phanditamattā,phandita+mattā
pharasuppahārānaṃ,pharasu+pahārānaṃ
pharusavācassa,pharusa+vācassa
pharusavācaṃ,pharusa+vācaṃ
pharusavācinopi,pharusa+vācino
pharusavāco,pharusa+vāco
pharusavācā,pharusa+vācā,pharusa+vāco
pharusavācāsuttaṃ,pharusa+vācā+suttaṃ
pharusāvāco,pharusa+vāco
pharusāvācā,pharusā+vācā
phassadvayaṃ,phassa+dvayaṃ
phassajā,phassa+jā
phassajātikā,phassa+jātikā
phassakāyā,phassa+kāyā
phassamūlakasuttaṃ,phassa+mūlaka+suttaṃ
phassamūlakā,phassa+mūlakā
phassamūlakāti,phassa+mūlakā+ti
phassanidānā,phassa+nidānā
phassanirodhagāminiṃ,phassa+nirodha+gāminiṃ
phassanirodhagāminī,phassa+nirodha+gāminī
phassanirodhañca,phassa+nirodhañ+ca
phassanirodho,phassa+nirodho
phassanirodhoti,phassa+nirodho+ti
phassanirodhā,phassa+nirodhā
phassanānattasuttaṃ,phassa+nānatta+suttaṃ
phassanānattaṃ,phassa+nānattaṃ
phassapabhavā,phassa+pabhavā
phassapaccayā,phassa+paccayā
phassapaccayāvāro,phassa+paccayā+vāro
phassapaññattiṃ,phassa+paññattiṃ
phassaphuṭṭho,phassa+phuṭṭho
phassasamudayañca,phassa+samudayañ+ca
phassasamudayo,phassa+samudayo
phassasamudayā,phassa+samudayā
phassañca,phassañ+ca
phassoti,phasso+ti
phassāyatanaṃ,phassa+āyatanaṃ
phassāyatanesu,phassa+āyatanesu
phassāyatanā,phassa+āyatanā
phassāyatanānaṃ,phassa+āyatanānaṃ
phassāyatanāni,phassa+āyatanāni
pheggumpi,pheggum+pi
phegguparivāro,pheggu+parivāro
pheggupi,pheggu+pi
phegguppattā,pheggu+pattā
pheggusārena,pheggu+sārena
pheṇapiṇḍe,pheṇa+piṇḍe
pheṇañca,pheṇañ+ca
pheṇuddehakaṃ,pheṇa+uddehakaṃ
phoṭṭhabbadhātu,phoṭṭhabba+dhātu
phoṭṭhabbanimitta,phoṭṭhabba+nimitta
phoṭṭhabbarasā,phoṭṭhabba+rasā
phoṭṭhabbarato,phoṭṭhabba+rato
phoṭṭhabbasañcetanā,phoṭṭhabba+sañcetanā
phoṭṭhabbasañcetanāya,phoṭṭhabba+sañcetanāya
phoṭṭhabbasaññā,phoṭṭhabba+saññā
phoṭṭhabbasaññāya,phoṭṭhabba+saññāya
phoṭṭhabbataṇhā,phoṭṭhabba+taṇhā
phoṭṭhabbataṇhāya,phoṭṭhabba+taṇhāya
phoṭṭhabbavicāre,phoṭṭhabba+vicāre
phoṭṭhabbavicāro,phoṭṭhabba+vicāro
phoṭṭhabbavitakke,phoṭṭhabba+vitakke
phoṭṭhabbavitakko,phoṭṭhabba+vitakko
phoṭṭhabbesupi,phoṭṭhabbesu+pi
phoṭṭhabbānaṃtveva,phoṭṭhabbānaṃ+tv+eva
phoṭṭhabbārāmo,phoṭṭhabba+ārāmo
phoṭṭhabbārāmā,phoṭṭhabba+ārāmā
phoṭṭhabbāyatanaṃ,phoṭṭhabba+āyatanaṃ
phullamavītagandhaṃ,phullam+avīta+gandhaṃ
phusantañca,phusantañ+ca
phusatisuttaṃ,phusati+suttaṃ
phusissantīti,phusissantī+ti
phusitaggaḷaṃ,phusita+aggaḷaṃ
phusitaggaḷesu,phusita+aggaḷesu
phusitaggaḷāni,phusita+aggaḷāni
phuṭṭhopi,phuṭṭho+pi
phālapācanaṃ,phāla+pācanaṃ
phāsukakāmā,phāsuka+kāmā
phāsukaṭṭhikaṃ,phāsuka+aṭṭhikaṃ
phāsukāmo,phāsu+kāmo
phāsuvihārasuttaṃ,phāsu+vihāra+suttaṃ
phāsuvihāravaggo,phāsu+vihāra+vaggo
phāsuvihārañca,phāsu+vihārañ+ca
phāsuvihāraṃ,phāsu+vihāraṃ
phāsuvihāro,phāsu+vihāro
phāsuvihārā,phāsu+vihārā
phāsuvihārāya,phāsu+vihārāya
phāsuvihārāyā,phāsu+vihārāyā
phāsuyeva,phāsu+yeva
phātiseyyaṃ,phāti+seyyaṃ
phāṇitañca,phāṇitañ+ca
phītañca,phītañ+ca
pidaṃ,pi+idaṃ
pidhekacce,pi+idha+ekacce
pihapaccayā,piha+paccayā
pihitasuttaṃ,pihita+suttaṃ
pihitavātapānaṃ,pihita+vāta+pānaṃ
pihitavātapānesu,pihita+vāta+pānesu
pihitavātapānāni,pihita+vāta+pānāni
pilakkhaguhāyaṃ,pilakkha+guhāyaṃ
pilandhanavikatiyā,pilandhana+vikatiyā
pime,pi+ime
pippaliguhāyaṃ,pippali+guhāyaṃ
pipāsavinayo,pipāsa+vinayo
pisuṇavācassa,pisuṇa+vācassa
pisuṇavācaṃ,pisuṇa+vācaṃ
pisuṇavācinopi,pisuṇa+vācino
pisuṇavāco,pisuṇa+vāco
pisuṇavācā,pisuṇa+vācā,pisuṇa+vāco
pisuṇavācāsuttaṃ,pisuṇa+vācā+suttaṃ
pisuṇāvāco,pisuṇa+vāco
pisuṇāvācā,pisuṇa+vācā,pisuṇā+vācā
pisācagaṇasevitaṃ,pisāca+gaṇa+sevitaṃ
pittasamuṭṭhānā,pitta+samuṭṭhānā
pittasamuṭṭhānānampi,pitta+samuṭṭhānānam+pi
pittasamuṭṭhānāni,pitta+samuṭṭhānāni
pittasamuṭṭhānānipi,pitta+samuṭṭhānāni+pi
pituaṅke,pitu+aṅke
pitucchāputto,pitucchā+putto
pitupi,pitu+pi
pitupitaro,pitu+pitaro
pitupitāmahehi,pitu+pitā+mahehi
piturakkhitā,pitu+rakkhitā
pitusuttaṃ,pitu+suttaṃ
pitusuttādichakkaṃ,pitu+sutta+ādi+chakkaṃ
pitāmahayugā,pitā+maha+yugā
pitāmahaṃ,pitā+mahaṃ
pitāmaho,pitā+maho
pitāti,pitā+ti
piyacakkhunā,piya+cakkhunā
piyacakkhūhi,piya+cakkhūhi
piyadassano,piya+dassano
piyadassanoti,piya+dassano+ti
piyagarahī,piya+garahī
piyajātaṃ,piya+jātaṃ
piyajātikasuttaṃ,piya+jātika+suttaṃ
piyajātikā,piya+jātikā
piyakaraṇo,piya+karaṇo
piyakaraṇā,piya+karaṇā
piyamanāpānaṃ,piya+manāpānaṃ
piyappabhavikā,piya+pabhavikā
piyappabhavikāti,piya+pabhavikā+ti
piyarūpaṃ,piya+rūpaṃ
piyarūpe,piya+rūpe
piyarūpehi,piya+rūpehi
piyarūpā,piya+rūpā
piyarūpānaṃ,piya+rūpānaṃ
piyarūpāni,piya+rūpāni
piyasahāyo,piya+sahāyo
piyasamudāhāro,piya+samudāhāro
piyasuttaṃ,piya+suttaṃ
piyasātarūpaṃ,piya+sāta+rūpaṃ
piyataramattanā,piyataram+attanā
piyavadū,piya+vadū
piyavācaṃva,piya+vācaṃ+va
piyavādiniyo,piya+vādiniyo
piyavādinī,piya+vādinī
piyavāditañca,piya+vāditañ+ca
piyavādī,piya+vādī
piyaṃvadā,piyaṃ+vadā
piyaṃyeva,piyaṃ+yeva
piyaṅkaramātā,piyaṅkara+mātā
piyaṅkarasuttaṃ,piyaṅkara+suttaṃ
piyānampi,piyānam+pi
piññākabhakkho,piññāka+bhakkho
piḷandhanavikatiyā,piḷandhana+vikatiyā
piṅgiyānīsuttaṃ,piṅgiyānī+suttaṃ
piṇḍadāyakā,piṇḍa+dāyakā
piṇḍamalatthā,piṇḍam+alatthā
piṇḍamalatthāti,piṇḍam+alatthā+ti
piṇḍampi,piṇḍam+pi
piṇḍapātahetu,piṇḍapāta+hetu
piṇḍapātanīhārakena,piṇḍapāta+nīhārakena
piṇḍapātanīhārakenā,piṇḍapāta+nīhārakenā
piṇḍapātapavivekaṃ,piṇḍapāta+pavivekaṃ
piṇḍapātapaṭikkanto,piṇḍapāta+paṭikkanto,piṇḍa+pāta+paṭikkanto
piṇḍapātapaṭikkantā,piṇḍapāta+paṭikkantā,piṇḍa+pāta+paṭikkantā
piṇḍapātapaṭikkantānaṃ,piṇḍa+pāta+paṭikkantānaṃ,piṇḍapāta+paṭikkantānaṃ
piṇḍapātappaṭikkanto,piṇḍa+pāta+paṭikkanto
piṇḍapātapārisuddhisuttaṃ,piṇḍapāta+pārisuddhi+suttaṃ
piṇḍapātasayanena,piṇḍapāta+sayanena
piṇḍapātasenāsana,piṇḍapāta+sena+āsana
piṇḍapātaṃ,piṇḍa+pātaṃ
piṇḍapātehi,piṇḍa+pātehi
piṇḍapātena,piṇḍa+pātena
piṇḍapātā,piṇḍa+pātā
piṇḍasuttaṃ,piṇḍa+suttaṃ
piṇḍolabhāradvājasuttaṃ,piṇḍola+bhāradvāja+suttaṃ
piṇḍolabhāradvājaṃ,piṇḍola+bhāradvājaṃ
piṇḍolabhāradvājena,piṇḍola+bhāradvājena
piṇḍolabhāradvājo,piṇḍola+bhāradvājo
piṇḍolyasuttaṃ,piṇḍolya+suttaṃ
piṭakasampadānena,piṭaka+sampadānena
piṭakasampadāya,piṭaka+sampadāya
piṭṭhikaṇṭakaṃ,piṭṭhi+kaṇṭakaṃ
piṭṭhikaṇṭakaṃyeva,piṭṭhi+kaṇṭakaṃ+yeva
piṭṭhikaṇṭakaṭṭhikaṃ,piṭṭhi+kaṇṭaka+aṭṭhikaṃ
piṭṭhimaṃsikā,piṭṭhi+maṃsikā
pokkharaphalakaṃ,pokkhara+phalakaṃ
pokkharasātibuddhupasaṅkamanaṃ,pokkharasāti+buddha+upasaṅkamanaṃ
pokkharasātikulaṃ,pokkharasāti+kulaṃ
pokkharasātiupāsakattapaṭivedanā,pokkharasāti+upāsakatta+paṭivedanā
pokkharaṇirāmaṇeyyakaṃ,pokkharaṇi+rāmaṇeyyakaṃ
pokkharaṇīsampannaṃ,pokkharaṇī+sampannaṃ
pokkharaṇīsuttaṃ,pokkharaṇī+suttaṃ
porisadhammo,porisa+dhammo
potaliyasuttaṃ,potaliya+suttaṃ
potaliyopi,potaliyo+pi
potthakasuttaṃ,potthaka+suttaṃ
poṭṭhapādopi,poṭṭhapādo+pi
pubbabhāsī,pubba+bhāsī
pubbadevā,pubba+devā
pubbakehesā,pubbakehi+esā
pubbakoṭṭhakasuttaṃ,pubbakoṭṭhaka+suttaṃ
pubbakāraṃ,pubba+kāraṃ
pubbakārinaṃ,pubba+kārinaṃ
pubbakārī,pubba+kārī
pubbalohitaṃ,pubba+lohitaṃ
pubbanimittamassa,pubba+nimittam+assa
pubbanimittaṃ,pubba+nimittaṃ
pubbantakappikā,pubba+anta+kappikā
pubbantasahagatadiṭṭhinissayā,pubba+anta+sahagata+diṭṭhi+nissayā
pubbantasahagatā,pubba+anta+sahagatā
pubbantasahagatānaṃ,pubba+anta+sahagatānaṃ
pubbantaṃ,pubba+antaṃ
pubbanto,pubba+anto
pubbapetabaliṃ,pubba+peta+baliṃ
pubbapetakaraṇīyaṃ,pubba+peta+karaṇīyaṃ
pubbapetakathaṃ,pubba+peta+kathaṃ
pubbapetakathā,pubba+peta+kathā
pubbapetānaṃ,pubba+petānaṃ
pubbapuriso,pubba+puriso
pubbasuttaṃ,pubba+suttaṃ
pubbañca,pubbañ+ca
pubbaṅgamasuttaṃ,pubba+gama+suttaṃ
pubbaṅgamaṃ,pubba+gamaṃ
pubbaṅgamo,pubba+gamo
pubbaṅgamā,pubbaṅ+gamā,pubba+gamā
pubbaṇhasamayaṃ,pubbaṇha+samayaṃ,pubba+aṇha+samayaṃ
pubbaṇhasuttaṃ,pubbaṇha+suttaṃ
pubbekatahetu,pubbe+kata+hetu
pubbekatahetū,pubbe+kata+hetū
pubbekatamanussaraṃ,pubbe+katam+anussaraṃ
pubbekataṃ,pubbe+kataṃ
pubbenivāsapaṭisaṃyuttakathā,pubbe+nivāsa+paṭisaṃyutta+kathā
pubbenivāsapaṭisaṃyuttaṃ,pubbe+nivāsa+paṭisaṃyuttaṃ
pubbenivāsapaṭisaṃyuttā,pubbe+nivāsa+paṭisaṃyuttā
pubbenivāsasuttaṃ,pubbe+nivāsa+suttaṃ
pubbenivāsaṃ,pubbe+nivāsaṃ
pubbenivāso,pubbe+nivāso
pubbesambodhasuttaṃ,pubbe+sambodha+suttaṃ
pubbeva,pubbe+eva
pubbevasambodhasuttaṃ,pubbe+eva+sambodha+suttaṃ
pubbuṭṭhāyiniyo,pubba+uṭṭhāyiniyo
pubbuṭṭhāyino,pubba+uṭṭhāyino
pubbuṭṭhāyinī,pubba+uṭṭhāyinī
pubbuṭṭhāyī,pubba+uṭṭhāyī
pubbācariyāti,pubba+ācariyā+ti
pubbārāme,pubba+ārāme
pubbārāmo,pubba+ārāmo
puccheyyāmahaṃ,puccheyyāmi+ahaṃ
pucchitukāmā,pucchitu+kāmā
pucchāmahaṃ,pucchāmi+ahaṃ
pucchāvuso,puccha+āvuso
pucchīti,pucchī+ti
puggalapaṇṇattidesanā,puggala+paṇṇatti+desanā
puggalapaṇṇattīsu,puggala+paṇṇattīsu
puggalappasannānaṃ,puggala+pasannānaṃ
puggalappasādasuttaṃ,puggala+pasāda+suttaṃ
puggalappasāde,puggala+pasāde
puggalappasādena,puggala+pasādena
puggalassaṭṭhisañcayo,puggalassa+aṭṭhi+sañcayo
puggalasuttaṃ,puggala+suttaṃ
puggalavaggo,puggala+vaggo
puggalavemattatā,puggala+vemattatā
puggalañca,puggalañ+ca
puggalopi,puggalo+pi
puggalāti,puggalā+ti
pukkusakulaṃ,pukkusa+kulaṃ
pukkusakule,pukkusa+kule
pukkusamallaputtavatthu,pukkusa+malla+putta+vatthu
punaappamādavaggo,puna+appamāda+vaggo
punabalakaraṇīyavaggo,puna+bala+karaṇīya+vaggo
punabalādisuttaṃ,puna+bala+ādi+suttaṃ
punabbasusuttaṃ,punabbasu+suttaṃ
punabbhavasuttaṃ,puna+bhava+suttaṃ
punabbhavaṃ,puna+bhavaṃ
punabbhavo,puna+bhavo
punabbhavā,puna+bhavā
punabbhavāya,puna+bhavāya
punabhavaṃ,puna+bhavaṃ
punadeva,puna+eva,punad+eva
punaesanādisuttaṃ,puna+esanā+ādi+suttaṃ
punaesanāvaggo,puna+esanā+vaggo
punagaṅgānadīādisuttaṃ,puna+gaṅgā+nadī+ādi+suttaṃ
punagaṅgāpeyyālavaggo,puna+gaṅgā+peyyāla+vaggo
punaggaṃ,puna+aggaṃ
